data path:
['data/XJTU data\\R3_battery-1.csv', 'data/XJTU data\\R3_battery-2.csv', 'data/XJTU data\\R3_battery-3.csv', 'data/XJTU data\\R3_battery-5.csv', 'data/XJTU data\\R3_battery-6.csv', 'data/XJTU data\\R3_battery-7.csv']
data path:
['data/XJTU data\\R3_battery-4.csv', 'data/XJTU data\\R3_battery-8.csv']
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.129971
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:001, data loss:0.487156
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.015996
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:002, data loss:0.247674
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.007685
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:003, data loss:0.110670
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.005673
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:004, data loss:0.044947
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.003734
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:005, data loss:0.020104
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.002819
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:006, data loss:0.009828
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.001959
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:007, data loss:0.005828
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.001638
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:008, data loss:0.004295
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.002171
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:009, data loss:0.002376
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.002364
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:010, data loss:0.001519
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.001446
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:011, data loss:0.001914
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.001703
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:012, data loss:0.001152
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.002485
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:013, data loss:0.001840
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.001282
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:014, data loss:0.002256
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.001340
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:015, data loss:0.001415
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001088
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:016, data loss:0.000847
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001226
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:017, data loss:0.002601
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.003137
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:018, data loss:0.001045
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.002345
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:019, data loss:0.001122
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.000943
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:020, data loss:0.001600
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001102
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:021, data loss:0.002588
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001341
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:022, data loss:0.000827
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001717
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:023, data loss:0.002177
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.001386
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:024, data loss:0.001356
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.002134
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:025, data loss:0.000581
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.001807
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:026, data loss:0.000936
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.000694
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:027, data loss:0.000671
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.000903
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:028, data loss:0.001189
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.000758
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:029, data loss:0.000769
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.000603
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:030, data loss:0.002000
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.001351
2023-12-15 22:15 - function:valid - INFO - [Valid] epoch:031, data loss:0.003213
2023-12-15 22:15 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.004664
