data path:
['data/XJTU data\\2C_battery-1.csv', 'data/XJTU data\\2C_battery-2.csv', 'data/XJTU data\\2C_battery-3.csv', 'data/XJTU data\\2C_battery-5.csv', 'data/XJTU data\\2C_battery-6.csv', 'data/XJTU data\\2C_battery-7.csv']
data path:
['data/XJTU data\\2C_battery-4.csv', 'data/XJTU data\\2C_battery-8.csv']
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.580272
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:001, data loss:0.279245
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.227611
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:002, data loss:0.087043
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.075709
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:003, data loss:0.057427
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.077954
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:004, data loss:0.038431
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.031633
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:005, data loss:0.002168
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.017131
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:006, data loss:0.005412
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.014839
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:007, data loss:0.017583
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.011597
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:008, data loss:0.005302
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.007603
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:009, data loss:0.003786
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.005281
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:010, data loss:0.004721
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.004941
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:011, data loss:0.001668
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.004352
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:012, data loss:0.004390
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.003225
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:013, data loss:0.002348
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.003180
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:014, data loss:0.003481
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.002953
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:015, data loss:0.003336
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.002273
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:016, data loss:0.001636
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001959
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:017, data loss:0.003325
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001876
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:018, data loss:0.002004
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.002016
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:019, data loss:0.003519
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001822
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:020, data loss:0.002339
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001716
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:021, data loss:0.002900
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001605
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:022, data loss:0.002151
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001585
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:023, data loss:0.002436
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.001266
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:024, data loss:0.002552
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.001359
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:025, data loss:0.002145
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.001279
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:026, data loss:0.002061
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.001265
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:027, data loss:0.002567
