data path:
['data/XJTU data\\2C_battery-1.csv', 'data/XJTU data\\2C_battery-2.csv', 'data/XJTU data\\2C_battery-3.csv', 'data/XJTU data\\2C_battery-5.csv', 'data/XJTU data\\2C_battery-6.csv', 'data/XJTU data\\2C_battery-7.csv']
data path:
['data/XJTU data\\2C_battery-4.csv', 'data/XJTU data\\2C_battery-8.csv']
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.229864
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:001, data loss:0.769286
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.035510
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:002, data loss:0.725224
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.015144
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:003, data loss:0.576138
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.009393
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:004, data loss:0.422675
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.005562
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:005, data loss:0.270870
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.003827
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:006, data loss:0.161971
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.003047
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:007, data loss:0.080360
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.002146
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:008, data loss:0.038696
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.001543
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:009, data loss:0.018333
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.001638
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:010, data loss:0.009629
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.001291
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:011, data loss:0.006055
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.001049
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:012, data loss:0.005075
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.001031
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:013, data loss:0.003642
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.000864
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:014, data loss:0.003273
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.000933
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:015, data loss:0.002592
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.000793
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:016, data loss:0.002287
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.000645
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:017, data loss:0.002082
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.000548
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:018, data loss:0.001187
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.000661
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:019, data loss:0.001056
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.000466
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:020, data loss:0.000922
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.000419
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:021, data loss:0.000628
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.000628
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:022, data loss:0.000801
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.000416
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:023, data loss:0.000471
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.000408
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:024, data loss:0.000618
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.000392
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:025, data loss:0.000526
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.000390
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:026, data loss:0.001302
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.000508
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:027, data loss:0.000567
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.000324
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:028, data loss:0.000404
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.000802
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:029, data loss:0.000801
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.001128
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:030, data loss:0.000617
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.001054
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:031, data loss:0.002162
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.001411
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:032, data loss:0.001974
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.001369
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:033, data loss:0.000453
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.001076
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:034, data loss:0.001688
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.001767
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:035, data loss:0.000701
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.000931
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:036, data loss:0.001397
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.000757
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:037, data loss:0.000506
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.000695
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:038, data loss:0.000843
2023-12-15 22:10 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.001081
2023-12-15 22:10 - function:valid - INFO - [Valid] epoch:039, data loss:0.000577
