data path:
['data/XJTU data\\RW_battery-1.csv', 'data/XJTU data\\RW_battery-2.csv', 'data/XJTU data\\RW_battery-3.csv', 'data/XJTU data\\RW_battery-5.csv', 'data/XJTU data\\RW_battery-6.csv', 'data/XJTU data\\RW_battery-7.csv']
data path:
['data/XJTU data\\RW_battery-4.csv', 'data/XJTU data\\RW_battery-8.csv']
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:1.518141
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:001, data loss:1.075191
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.273076
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:002, data loss:1.017660
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.114265
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:003, data loss:0.983309
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.084261
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:004, data loss:0.930242
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.077547
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:005, data loss:0.846898
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.046159
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:006, data loss:0.730793
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.035332
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:007, data loss:0.581511
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.025819
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:008, data loss:0.433622
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.016127
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:009, data loss:0.308720
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.013702
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:010, data loss:0.212402
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.013856
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:011, data loss:0.147233
