data path:
['data/XJTU data\\2C_battery-1.csv', 'data/XJTU data\\2C_battery-2.csv', 'data/XJTU data\\2C_battery-3.csv', 'data/XJTU data\\2C_battery-5.csv', 'data/XJTU data\\2C_battery-6.csv', 'data/XJTU data\\2C_battery-7.csv']
data path:
['data/XJTU data\\2C_battery-4.csv', 'data/XJTU data\\2C_battery-8.csv']
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.660256
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:001, data loss:0.191352
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.145177
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:002, data loss:0.063675
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.068492
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:003, data loss:0.049724
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.068966
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:004, data loss:0.038804
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.034980
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:005, data loss:0.003377
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.020824
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:006, data loss:0.014743
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.021864
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:007, data loss:0.008863
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.010732
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:008, data loss:0.002492
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.007921
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:009, data loss:0.004487
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.006967
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:010, data loss:0.004668
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.004871
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:011, data loss:0.001943
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.004380
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:012, data loss:0.002168
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.003396
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:013, data loss:0.002296
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.003246
