data path:
['data/XJTU data\\RW_battery-1.csv', 'data/XJTU data\\RW_battery-2.csv', 'data/XJTU data\\RW_battery-3.csv', 'data/XJTU data\\RW_battery-5.csv', 'data/XJTU data\\RW_battery-6.csv', 'data/XJTU data\\RW_battery-7.csv']
data path:
['data/XJTU data\\RW_battery-4.csv', 'data/XJTU data\\RW_battery-8.csv']
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.338237
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:001, data loss:0.735327
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.089816
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:002, data loss:0.681951
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.051572
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:003, data loss:0.631838
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.035565
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:004, data loss:0.590978
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.026165
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:005, data loss:0.543480
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.019005
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:006, data loss:0.479825
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.015864
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:007, data loss:0.408840
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.011987
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:008, data loss:0.335133
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.009210
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:009, data loss:0.269059
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.006594
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:010, data loss:0.211426
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.006179
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:011, data loss:0.160232
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.004804
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:012, data loss:0.114906
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.004585
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:013, data loss:0.084226
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.003607
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:014, data loss:0.061386
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.003041
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:015, data loss:0.042775
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.002775
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:016, data loss:0.030166
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.002259
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:017, data loss:0.024348
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.002061
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:018, data loss:0.018877
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001906
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:019, data loss:0.012616
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001749
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:020, data loss:0.009241
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001544
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:021, data loss:0.008533
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001279
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:022, data loss:0.006748
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001115
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:023, data loss:0.005833
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.000912
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:024, data loss:0.005227
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.000912
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:025, data loss:0.004424
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.001206
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:026, data loss:0.004381
