data path:
['data/XJTU data\\R3_battery-1.csv', 'data/XJTU data\\R3_battery-2.csv', 'data/XJTU data\\R3_battery-3.csv', 'data/XJTU data\\R3_battery-5.csv', 'data/XJTU data\\R3_battery-6.csv', 'data/XJTU data\\R3_battery-7.csv']
data path:
['data/XJTU data\\R3_battery-4.csv', 'data/XJTU data\\R3_battery-8.csv']
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.307727
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:001, data loss:0.051733
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.077919
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:002, data loss:0.045474
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.051339
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:003, data loss:0.013646
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.027583
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:004, data loss:0.015877
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.024236
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:005, data loss:0.005884
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.012836
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:006, data loss:0.003090
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.009993
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:007, data loss:0.003802
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.005600
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:008, data loss:0.000728
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.003940
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:009, data loss:0.003623
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.003326
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:010, data loss:0.001549
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.002665
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:011, data loss:0.001565
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.002128
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:012, data loss:0.002290
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.001900
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:013, data loss:0.001371
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.001530
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:014, data loss:0.002421
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.001517
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:015, data loss:0.001803
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001392
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:016, data loss:0.001470
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001198
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:017, data loss:0.001906
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001298
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:018, data loss:0.002129
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001292
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:019, data loss:0.001443
