data path:
['data/XJTU data\\RW_battery-1.csv', 'data/XJTU data\\RW_battery-2.csv', 'data/XJTU data\\RW_battery-3.csv', 'data/XJTU data\\RW_battery-5.csv', 'data/XJTU data\\RW_battery-6.csv', 'data/XJTU data\\RW_battery-7.csv']
data path:
['data/XJTU data\\RW_battery-4.csv', 'data/XJTU data\\RW_battery-8.csv']
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:1.058005
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:001, data loss:0.667366
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.602149
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:002, data loss:0.284524
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.273045
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:003, data loss:0.126586
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.186434
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:004, data loss:0.212525
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.217272
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:005, data loss:0.163673
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.130022
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:006, data loss:0.026535
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.039191
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:007, data loss:0.030268
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.084222
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:008, data loss:0.060395
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.082177
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:009, data loss:0.014622
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.027451
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:010, data loss:0.017889
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.020757
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:011, data loss:0.033948
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.019308
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:012, data loss:0.012633
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.013769
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:013, data loss:0.004197
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.024938
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:014, data loss:0.002531
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.012467
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:015, data loss:0.008406
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.007189
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:016, data loss:0.017558
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.008446
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:017, data loss:0.009482
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.006454
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:018, data loss:0.001519
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.008560
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:019, data loss:0.000687
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.007305
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:020, data loss:0.003139
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.004999
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:021, data loss:0.008155
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.005605
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:022, data loss:0.006646
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.004760
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:023, data loss:0.002321
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.003896
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:024, data loss:0.000958
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.003555
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:025, data loss:0.001953
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.002514
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:026, data loss:0.004873
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.002331
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:027, data loss:0.004986
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.002037
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:028, data loss:0.002490
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.002176
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:029, data loss:0.001701
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.001967
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:030, data loss:0.003242
