data path:
['data/XJTU data\\2C_battery-1.csv', 'data/XJTU data\\2C_battery-2.csv', 'data/XJTU data\\2C_battery-3.csv', 'data/XJTU data\\2C_battery-5.csv', 'data/XJTU data\\2C_battery-6.csv', 'data/XJTU data\\2C_battery-7.csv']
data path:
['data/XJTU data\\2C_battery-4.csv', 'data/XJTU data\\2C_battery-8.csv']
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.848232
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:001, data loss:0.317383
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.273522
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:002, data loss:0.162592
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.108856
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:003, data loss:0.031090
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.083844
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:004, data loss:0.060425
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.055664
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:005, data loss:0.015304
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.033063
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:006, data loss:0.015896
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.039578
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:007, data loss:0.018222
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.028810
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:008, data loss:0.007104
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.018957
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:009, data loss:0.005877
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.014464
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:010, data loss:0.003863
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.013358
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:011, data loss:0.002371
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.008911
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:012, data loss:0.004552
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.007144
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:013, data loss:0.001380
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.005673
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:014, data loss:0.004410
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.004669
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:015, data loss:0.002574
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.003844
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:016, data loss:0.002307
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.002926
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:017, data loss:0.002441
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.002432
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:018, data loss:0.001203
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.002466
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:019, data loss:0.002875
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.002144
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:020, data loss:0.000919
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001948
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:021, data loss:0.002624
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001940
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:022, data loss:0.001638
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001524
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:023, data loss:0.001952
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.001409
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:024, data loss:0.001957
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.001446
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:025, data loss:0.001579
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.001426
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:026, data loss:0.001742
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.001304
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:027, data loss:0.001498
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.001353
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:028, data loss:0.002073
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.001322
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:029, data loss:0.001747
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.001171
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:030, data loss:0.001754
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.001161
