data path:
['data/XJTU data\\R2.5_battery-1.csv', 'data/XJTU data\\R2.5_battery-2.csv', 'data/XJTU data\\R2.5_battery-3.csv', 'data/XJTU data\\R2.5_battery-5.csv', 'data/XJTU data\\R2.5_battery-6.csv', 'data/XJTU data\\R2.5_battery-7.csv']
data path:
['data/XJTU data\\R2.5_battery-4.csv', 'data/XJTU data\\R2.5_battery-8.csv']
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.293923
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:001, data loss:0.030237
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.052274
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:002, data loss:0.046966
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.035835
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:003, data loss:0.005474
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.022709
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:004, data loss:0.011396
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.013750
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:005, data loss:0.002241
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.008665
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:006, data loss:0.003199
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.006576
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:007, data loss:0.001317
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.003958
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:008, data loss:0.001463
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.002824
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:009, data loss:0.001228
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.001969
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:010, data loss:0.000620
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.001800
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:011, data loss:0.001230
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.001386
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:012, data loss:0.001142
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.001119
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:013, data loss:0.000764
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.001073
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:014, data loss:0.000830
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.001071
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:015, data loss:0.000906
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001168
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:016, data loss:0.000793
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.000997
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:017, data loss:0.001326
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001052
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:018, data loss:0.001025
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.000871
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:019, data loss:0.000958
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.000831
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:020, data loss:0.000998
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.000801
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:021, data loss:0.001182
