data path:
['data/XJTU data\\RW_battery-1.csv', 'data/XJTU data\\RW_battery-2.csv', 'data/XJTU data\\RW_battery-3.csv', 'data/XJTU data\\RW_battery-5.csv', 'data/XJTU data\\RW_battery-6.csv', 'data/XJTU data\\RW_battery-7.csv']
data path:
['data/XJTU data\\RW_battery-4.csv', 'data/XJTU data\\RW_battery-8.csv']
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.620498
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:001, data loss:0.289795
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.251209
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:002, data loss:0.097443
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.128321
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:003, data loss:0.150798
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.174298
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:004, data loss:0.131259
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.127577
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:005, data loss:0.026704
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.042192
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:006, data loss:0.030729
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.065212
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:007, data loss:0.062317
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.073672
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:008, data loss:0.027177
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.035341
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:009, data loss:0.010269
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.024709
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:010, data loss:0.029580
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.030286
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:011, data loss:0.018507
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.013550
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:012, data loss:0.002178
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.010338
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:013, data loss:0.008126
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.019444
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:014, data loss:0.006410
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.013578
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:015, data loss:0.001634
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.005451
