data path:
['data/XJTU data\\R2.5_battery-1.csv', 'data/XJTU data\\R2.5_battery-2.csv', 'data/XJTU data\\R2.5_battery-3.csv', 'data/XJTU data\\R2.5_battery-5.csv', 'data/XJTU data\\R2.5_battery-6.csv', 'data/XJTU data\\R2.5_battery-7.csv']
data path:
['data/XJTU data\\R2.5_battery-4.csv', 'data/XJTU data\\R2.5_battery-8.csv']
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.625111
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:001, data loss:0.181069
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.099234
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:002, data loss:0.055341
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.087842
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:003, data loss:0.027749
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.029274
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:004, data loss:0.013536
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.032159
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:005, data loss:0.010729
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.015507
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:006, data loss:0.003868
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.009828
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:007, data loss:0.004410
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.007450
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:008, data loss:0.003952
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.004735
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:009, data loss:0.001518
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.004204
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:010, data loss:0.002775
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.003347
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:011, data loss:0.001455
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.002414
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:012, data loss:0.002668
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.002203
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:013, data loss:0.001645
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.002124
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:014, data loss:0.003737
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.002073
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:015, data loss:0.001267
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001683
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:016, data loss:0.002087
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001681
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:017, data loss:0.002730
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001568
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:018, data loss:0.001057
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001413
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:019, data loss:0.002623
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001517
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:020, data loss:0.001356
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001317
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:021, data loss:0.001582
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001527
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:022, data loss:0.002716
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001337
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:023, data loss:0.002474
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.001420
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:024, data loss:0.002140
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.001372
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:025, data loss:0.000775
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.001208
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:026, data loss:0.001006
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.001203
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:027, data loss:0.001591
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.001151
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:028, data loss:0.001704
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.001241
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:029, data loss:0.001682
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.001051
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:030, data loss:0.001307
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.001042
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:031, data loss:0.000950
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.001024
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:032, data loss:0.000940
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.001143
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:033, data loss:0.001283
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.000862
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:034, data loss:0.001397
2023-12-15 21:40 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000835
2023-12-15 21:40 - function:valid - INFO - [Valid] epoch:035, data loss:0.001635
