data path:
['data/XJTU data\\RW_battery-1.csv', 'data/XJTU data\\RW_battery-2.csv', 'data/XJTU data\\RW_battery-3.csv', 'data/XJTU data\\RW_battery-5.csv', 'data/XJTU data\\RW_battery-6.csv', 'data/XJTU data\\RW_battery-7.csv']
data path:
['data/XJTU data\\RW_battery-4.csv', 'data/XJTU data\\RW_battery-8.csv']
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.889300
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:001, data loss:0.880413
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.165024
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:002, data loss:0.841167
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.063145
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:003, data loss:0.816645
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.077775
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:004, data loss:0.777698
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.050445
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:005, data loss:0.716020
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.024728
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:006, data loss:0.631860
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.023585
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:007, data loss:0.521700
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.023671
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:008, data loss:0.402812
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.015188
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:009, data loss:0.292717
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.009138
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:010, data loss:0.202626
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.009923
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:011, data loss:0.133826
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.009134
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:012, data loss:0.092217
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.006246
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:013, data loss:0.065330
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.004944
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:014, data loss:0.046785
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.004543
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:015, data loss:0.033442
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.004174
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:016, data loss:0.023907
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.003292
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:017, data loss:0.018032
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.003046
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:018, data loss:0.013358
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.002811
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:019, data loss:0.008696
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001937
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:020, data loss:0.006230
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001709
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:021, data loss:0.005738
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001864
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:022, data loss:0.005919
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001581
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:023, data loss:0.004997
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.001433
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:024, data loss:0.004048
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.001348
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:025, data loss:0.003450
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.001008
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:026, data loss:0.003143
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.000971
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:027, data loss:0.002733
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.000973
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:028, data loss:0.002470
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.000850
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:029, data loss:0.002514
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.000804
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:030, data loss:0.002853
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.000727
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:031, data loss:0.002285
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.000630
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:032, data loss:0.001851
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.000685
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:033, data loss:0.001954
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.000633
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:034, data loss:0.002192
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000564
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:035, data loss:0.001676
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.000555
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:036, data loss:0.001618
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.000469
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:037, data loss:0.001750
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.000474
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:038, data loss:0.001601
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.000437
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:039, data loss:0.001525
2023-12-15 22:16 - function:train_one_epoch - INFO - [Train] epoch:040, data loss:0.000381
2023-12-15 22:16 - function:valid - INFO - [Valid] epoch:040, data loss:0.001515
