data path:
['data/XJTU data\\R2.5_battery-1.csv', 'data/XJTU data\\R2.5_battery-2.csv', 'data/XJTU data\\R2.5_battery-3.csv', 'data/XJTU data\\R2.5_battery-5.csv', 'data/XJTU data\\R2.5_battery-6.csv', 'data/XJTU data\\R2.5_battery-7.csv']
data path:
['data/XJTU data\\R2.5_battery-4.csv', 'data/XJTU data\\R2.5_battery-8.csv']
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.368505
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:001, data loss:0.086997
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.075998
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:002, data loss:0.046698
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.050717
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:003, data loss:0.009587
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.032016
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:004, data loss:0.013443
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.020866
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:005, data loss:0.002951
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.015141
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:006, data loss:0.002235
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.011420
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:007, data loss:0.001297
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.009687
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:008, data loss:0.001165
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.007849
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:009, data loss:0.000462
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.006403
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:010, data loss:0.000922
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.005678
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:011, data loss:0.000494
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.004442
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:012, data loss:0.000887
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.003778
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:013, data loss:0.001296
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.003539
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:014, data loss:0.000767
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.002890
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:015, data loss:0.000928
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.002315
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:016, data loss:0.000579
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001955
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:017, data loss:0.001289
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001677
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:018, data loss:0.001028
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001524
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:019, data loss:0.000809
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001262
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:020, data loss:0.000434
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001210
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:021, data loss:0.000923
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001012
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:022, data loss:0.000575
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001048
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:023, data loss:0.000910
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.000876
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:024, data loss:0.000856
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.000846
2023-12-15 21:41 - function:valid - INFO - [Valid] epoch:025, data loss:0.000650
2023-12-15 21:41 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.000858
