data path:
['data/XJTU data\\R3_battery-1.csv', 'data/XJTU data\\R3_battery-2.csv', 'data/XJTU data\\R3_battery-3.csv', 'data/XJTU data\\R3_battery-5.csv', 'data/XJTU data\\R3_battery-6.csv', 'data/XJTU data\\R3_battery-7.csv']
data path:
['data/XJTU data\\R3_battery-4.csv', 'data/XJTU data\\R3_battery-8.csv']
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.439928
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:001, data loss:0.101852
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.069915
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:002, data loss:0.053371
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.064988
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:003, data loss:0.012417
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.029916
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:004, data loss:0.015647
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.026746
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:005, data loss:0.006502
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.017397
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:006, data loss:0.002536
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.013867
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:007, data loss:0.002849
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.009898
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:008, data loss:0.000768
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.006871
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:009, data loss:0.001323
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.005949
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:010, data loss:0.000833
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.003800
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:011, data loss:0.000645
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.002986
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:012, data loss:0.001447
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.002201
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:013, data loss:0.001008
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.001584
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:014, data loss:0.000361
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.001606
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:015, data loss:0.001250
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001290
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:016, data loss:0.001729
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001081
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:017, data loss:0.001173
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.000931
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:018, data loss:0.000481
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.000984
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:019, data loss:0.000494
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.000954
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:020, data loss:0.000746
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.000848
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:021, data loss:0.000956
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.000870
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:022, data loss:0.001076
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.000832
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:023, data loss:0.001313
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.000769
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:024, data loss:0.001070
2023-12-16 10:06 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.000733
2023-12-16 10:06 - function:valid - INFO - [Valid] epoch:025, data loss:0.000917
