data path:
['data/XJTU data\\2C_battery-1.csv', 'data/XJTU data\\2C_battery-2.csv', 'data/XJTU data\\2C_battery-3.csv', 'data/XJTU data\\2C_battery-5.csv', 'data/XJTU data\\2C_battery-6.csv', 'data/XJTU data\\2C_battery-7.csv']
data path:
['data/XJTU data\\2C_battery-4.csv', 'data/XJTU data\\2C_battery-8.csv']
2023-12-15 22:09 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.161744
2023-12-15 22:09 - function:valid - INFO - [Valid] epoch:001, data loss:0.523981
2023-12-15 22:09 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.029175
2023-12-15 22:09 - function:valid - INFO - [Valid] epoch:002, data loss:0.530274
2023-12-15 22:09 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.014009
2023-12-15 22:09 - function:valid - INFO - [Valid] epoch:003, data loss:0.441951
2023-12-15 22:09 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.008251
2023-12-15 22:09 - function:valid - INFO - [Valid] epoch:004, data loss:0.346334
2023-12-15 22:09 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.005913
2023-12-15 22:09 - function:valid - INFO - [Valid] epoch:005, data loss:0.238074
2023-12-15 22:09 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.003573
2023-12-15 22:09 - function:valid - INFO - [Valid] epoch:006, data loss:0.134258
2023-12-15 22:09 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.002643
2023-12-15 22:09 - function:valid - INFO - [Valid] epoch:007, data loss:0.056925
2023-12-15 22:09 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.002301
2023-12-15 22:09 - function:valid - INFO - [Valid] epoch:008, data loss:0.031974
2023-12-15 22:09 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.002137
2023-12-15 22:09 - function:valid - INFO - [Valid] epoch:009, data loss:0.010838
2023-12-15 22:09 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.001525
2023-12-15 22:09 - function:valid - INFO - [Valid] epoch:010, data loss:0.004993
2023-12-15 22:09 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.001282
2023-12-15 22:09 - function:valid - INFO - [Valid] epoch:011, data loss:0.005021
2023-12-15 22:09 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.001387
2023-12-15 22:09 - function:valid - INFO - [Valid] epoch:012, data loss:0.002894
2023-12-15 22:09 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.001123
2023-12-15 22:09 - function:valid - INFO - [Valid] epoch:013, data loss:0.002638
2023-12-15 22:09 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.001176
2023-12-15 22:09 - function:valid - INFO - [Valid] epoch:014, data loss:0.003053
2023-12-15 22:09 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.000702
